Title,Date
"RuPaul's Drag Race: Season 12: Gay’s Anatomy","9/15/20"
"RuPaul's Drag Race: Season 12: The Ball Ball","9/15/20"
"RuPaul's Drag Race: Season 12: World’s Worst","9/15/20"
"RuPaul's Drag Race: Season 12: You Don’t Know Me","9/15/20"
"RuPaul's Drag Race: Season 12: I’m That Bitch","9/15/20"
"RuPaul's Drag Race: Drag on a Dime","9/15/20"
"Skin Wars: The Artist’s Journey","9/14/20"
"Skin Wars: The Art of Illusion","9/14/20"
"Skin Wars: All's Fair","9/13/20"
"Skin Wars: Fact or Myth","9/13/20"
"Skin Wars: Inner Demons","9/13/20"
"Skin Wars: Leather and Lace","9/13/20"
"Skin Wars: Now You See Me","9/13/20"
"Skin Wars: The Naked Canvas","9/12/20"
"Skin Wars: Season 3: Skintastic Celebration","9/12/20"
"Glow Up: Season 1: West End Theatre","9/6/20"
"Glow Up: Season 1: Red Carpet","9/5/20"
"Trinkets: Season 2: Supernova","8/29/20"
"Glow Up: Season 2: Special Effects","8/15/20"
"Glow Up: Season 2: Fashion Editorial","8/15/20"
"Glow Up: Season 2: Theater Makeup: The Lion King","8/15/20"
"Glow Up: Season 2: Fashion Week","8/15/20"
"Glow Up: Season 2: Ad Campaign","8/15/20"
"The Rain: Season 3: Don't Give Up","8/9/20"
"Control Z: Season 1: Birthday Girl","8/3/20"
"The Kissing Booth 2","8/1/20"
"Reality Z: The End","7/3/20"
"Reality Z: Zeus","7/3/20"
"Reality Z: Grocery Store","6/30/20"
"Reality Z: The Show Is Over","6/30/20"
"Reality Z: Olympus","6/30/20"
"365 Days","6/27/20"
"Outer Banks: Season 1: Pilot","6/18/20"
"13 Reasons Why: Season 4: Winter Break","6/6/20"
"Never Have I Ever: Season 1: ... said I'm sorry","5/10/20"
"Never Have I Ever: Season 1: ... had to be on my best behavior","5/9/20"
"Never Have I Ever: Season 1: ... pissed off everyone I know","5/7/20"
"Into the Night: Season 1: Rik","5/7/20"
"Into the Night: Season 1: Ayaz","5/7/20"
"Into the Night: Season 1: Mathieu","5/7/20"
"Into the Night: Season 1: Jakub","5/7/20"
"Into the Night: Season 1: Sylvie","5/7/20"
"Never Have I Ever: Season 1: ... been a big, fat liar","5/5/20"
"Never Have I Ever: Season 1: ... been the loneliest boy in the world","5/5/20"
"Never Have I Ever: Season 1: ... started a nuclear war","5/5/20"
"Never Have I Ever: Season 1: ... felt super Indian","5/5/20"
"Never Have I Ever: Season 1: ... gotten drunk with the popular kids","5/3/20"
"Never Have I Ever: Season 1: ... had sex with Paxton Hall-Yoshida","4/30/20"
"Never Have I Ever: Season 1: Pilot","4/30/20"
"Trinkets: Season 1: Mirror Faces","4/26/20"
"Baby: Season 1: Superpowers","4/26/20"
"I Am Not Okay With This: Dear Diary...","4/26/20"
"Unorthodox: Limited Series: Part 1","4/21/20"
"You Get Me","4/11/20"
"Money Heist: Part 4: The Paris Plan","4/6/20"
"Money Heist: Part 4: Strike the Tent","4/6/20"
"Money Heist: Part 4: TKO","4/6/20"
"Money Heist: Part 4: 5 Minutes Earlier","4/6/20"
"Money Heist: Part 4: Pasodoble","4/6/20"
"Money Heist: Part 4: Anatomy Lesson","4/5/20"
"Money Heist: Part 4: Berlin's Wedding","4/3/20"
"Money Heist: Part 4: Game Over","4/3/20"
"Elite: Season 3: Polo","3/14/20"
"Elite: Season 3: Nadia and Omar","3/14/20"
"Elite: Season 3: Rebeka","3/14/20"
"Elite: Season 3: Ander","3/14/20"
"Elite: Season 3: Lu","3/14/20"
"Elite: Season 3: Cayetana and Valerio","3/14/20"
"Elite: Season 3: Samuel and Guzmán","3/14/20"
"Elite: Season 3: Carla","3/13/20"
"Elite: Season 1: Welcome","3/13/20"
"Captain America: Civil War","3/8/20"
"Flu","3/8/20"
"Money Heist: Part 3: Astray","3/5/20"
"Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Eight: Sabrina Is Legend","3/1/20"
"The King","3/1/20"
"Suicide Squad","3/1/20"
"I Am Not Okay With This: Deepest, Darkest Secret","2/29/20"
"I Am Not Okay With This: Like Father, Like Daughter","2/29/20"
"I Am Not Okay With This: Another Day in Paradise","2/29/20"
"I Am Not Okay With This: Stan by Me","2/29/20"
"I Am Not Okay With This: The Party's Over","2/29/20"
"I Am Not Okay With This: The Master of One F**k","2/29/20"
"Nerve","2/16/20"
"Despicable Me 3","2/15/20"
"The Kissing Booth","2/15/20"
"To All the Boys: P.S. I Still Love You","2/14/20"
"Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Seven: The Judas Kiss","2/9/20"
"Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Six: All of Them Witches","2/9/20"
"Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Five: The Devil Within","2/9/20"
"Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Four: The Hare Moon","2/9/20"
"Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Three: Heavy Is the Crown","2/9/20"
"Uncut Gems","2/4/20"
"Chilling Adventures of Sabrina: Part 3: Chapter Twenty-Two: Drag Me to Hell","1/28/20"
"Chilling Adventures of Sabrina: Part 3: Chapter Twenty-One: The Hellbound Heart","1/26/20"
"Chilling Adventures of Sabrina: Part 2: Chapter Seventeen: The Missionaries","1/26/20"
"Chilling Adventures of Sabrina: Part 2: Chapter Sixteen: Blackwood","1/23/20"
"You: Season 1: The Last Nice Guy in New York","1/18/20"
"Glow Up: Season 1: The Final","1/13/20"
"Glow Up: Season 1: Makeup Through the Decades","1/13/20"
"Glow Up: Season 1: London Fashion Week","1/12/20"
"All the Freckles in the World","1/7/20"
"Insatiable: Season 2: Pretty in Prison","12/30/19"
"Chilling Adventures of Sabrina: Part 1: Chapter Two: The Dark Baptism","12/26/19"
"Black Summer: Season 1: The Stadium","12/26/19"
"Black Summer: Season 1: The Tunnel","12/26/19"
"Black Summer: Season 1: Heist","12/26/19"
"Black Summer: Season 1: Diner","12/26/19"
"Black Summer: Season 1: Alone","12/26/19"
"Black Summer: Season 1: Summer School","12/26/19"
"Black Summer: Season 1: Drive","12/26/19"
"The Rezort","12/25/19"
"Deep Blue Sea","12/25/19"
"Beyond Scared Straight: Season 3: Jacksonville, FL (Boys)","12/25/19"
"Beyond Scared Straight: Season 3: Boston, MA (Girls)","12/25/19"
"Insatiable: Season 2: Full Brazilian","12/21/19"
"Atypical: Season 3: Sam Takes a Walk","12/20/19"
"Atypical: Season 3: Road Rage Paige","12/20/19"
"Everything Sucks!: We Were Merely Freshmen","12/20/19"
"Everything Sucks!: My Friends Have Been Eaten by Spiders","12/20/19"
"Everything Sucks!: I Just Wanna Be Anybody","12/10/19"
"Everything Sucks!: Cheesecake to a Fat Man","12/10/19"
"Everything Sucks!: Sometimes I Hear My Voice","12/10/19"
"Poltergeist","12/10/19"
"Grown Ups 2","12/9/19"
"Paul","12/9/19"
"How to Be Single","12/9/19"
"Everything Sucks!: What the Hell’s a Zarginda?","12/5/19"
"Everything Sucks!: Romeo & Juliet in Space","12/5/19"
"Everything Sucks!: All That and a Bag of Chips","12/5/19"
"Everything Sucks!: Maybe You’re Gonna Be the One That Saves Me","12/5/19"
"Everything Sucks!: Plutonium","12/4/19"
"Let It Snow","12/4/19"
"Riverdale: Season 3: Chapter Fifty-Seven: Survive the Night","12/4/19"
"Sin senos sí hay paraíso: Season 3: El Titi no se separará de su hija","11/17/19"
"Sin senos sí hay paraíso: Season 3: La Diabla camino a su fin","11/17/19"
"Sin senos sí hay paraíso: Season 3: Mariana se quita la máscara","11/17/19"
"Sin senos sí hay paraíso: Season 2: Conjuros y rituales","11/17/19"
"Sin senos sí hay paraíso: Season 2: La Diabla, en su gloria!","11/17/19"
"Sin senos sí hay paraíso: Season 2: La realidad de Mariana","11/17/19"
"Sin senos sí hay paraíso: Season 2: Mariana entra en trance","11/17/19"
"Sin senos sí hay paraíso: Season 2: Madre angustiada","11/17/19"
"Sin senos sí hay paraíso: Season 2: Las Catalinas se conocen","11/17/19"
"Sin senos sí hay paraíso: Season 2: Catalina en su terreno","11/17/19"
"Sin senos sí hay paraíso: Season 2: ¿Una trampa de Martín?","11/17/19"
"Patch Adams","11/17/19"
"Baywatch","11/17/19"
"The Revenant","11/16/19"
"Atypical: Season 3: Shrinkage","11/9/19"
"Atypical: Season 3: The Essence of a Penguin","11/9/19"
"Atypical: Season 3: Only Tweed","11/9/19"
"Atypical: Season 3: Y.G.A.G.G.","11/9/19"
"Atypical: Season 3: Cocaine Pills and Pony Meat","11/9/19"
"Atypical: Season 3: Standing Sam","11/9/19"
"Atypical: Season 3: Best Laid Plans","11/8/19"
"The End of the F***ing World: Season 2: Episode 8","11/6/19"
"The End of the F***ing World: Season 2: Episode 7","11/6/19"
"The End of the F***ing World: Season 2: Episode 6","11/6/19"
"The End of the F***ing World: Season 2: Episode 5","11/5/19"
"The End of the F***ing World: Season 2: Episode 4","11/5/19"
"The End of the F***ing World: Season 2: Episode 3","11/5/19"
"The End of the F***ing World: Season 1: Episode 7","11/5/19"
"Eli","11/3/19"
"In the Tall Grass","11/2/19"
"Riverdale: Season 3: Chapter Fifty-Six: The Dark Secret of Harvest House","11/2/19"
"Riverdale: Season 3: Chapter Fifty-Five: Prom Night","11/2/19"
"Riverdale: Season 3: Chapter Fifty-Four: “Fear the Reaper”","11/2/19"
"Riverdale: Season 3: Chapter Fifty-Three: Jawbreaker","11/2/19"
"Riverdale: Season 3: Chapter Fifty-Two: “The Raid”","10/30/19"
"Riverdale: Season 3: Chapter Fifty-One: Big Fun","10/30/19"
"Riverdale: Season 3: Chapter Fifty: American Dreams","10/29/19"
"Riverdale: Season 3: Chapter Forty-Nine: Fire Walk With Me","10/26/19"
"Riverdale: Season 3: Chapter Forty-Eight: Requiem for a Welterweight","10/26/19"
"Riverdale: Season 3: Chapter	Forty-Seven:	Bizarrodale","10/26/19"
"Riverdale: Season 3: Chapter Forty-Six: The Red Dahlia","10/26/19"
"Sex Education: Season 1: Episode 2","10/26/19"
"A Dog's Purpose","10/25/19"
"Chilling Adventures of Sabrina: Part 1: Chapter One: October Country","10/25/19"
"Riverdale: Season 3: Chapter Forty-Five: The Stranger","10/24/19"
"Riverdale: Season 3: Chapter Forty-Four: No Exit","10/23/19"
"Riverdale: Season 3: Chapter Forty-Three: Outbreak","10/22/19"
"Riverdale: Season 3: Chapter Forty-Two: The Man in Black","10/22/19"
"Riverdale: Season 3: Chapter Forty-One: Manhunter","10/22/19"
"Riverdale: Season 3: Chapter Forty: The Great Escape","10/21/19"
"Riverdale: Season 3: Chapter Thirty-Nine: The Midnight Club","10/21/19"
"Riverdale: Season 3: Chapter Thirty-Eight: “As Above, So Below”","10/21/19"
"Riverdale: Season 3: Chapter Thirty-Seven: Fortune and Men's Eyes","10/21/19"
"Riverdale: Season 3: Chapter Thirty-Six: Labor Day","10/21/19"
"Insatiable: Season 2: Eat and Run","10/18/19"
"Insatiable: Season 2: Finding Magnolia","10/18/19"
"Insatiable: Season 2: Poison Patty","10/17/19"
"Insatiable: Season 2: Boomerang","10/17/19"
"Sex Education: Season 1: Episode 1","10/15/19"
"Club de Cuervos: Season 1: Be a Captain","10/13/19"
"Marianne: Your Dreams","10/13/19"
"Locked Up: Season 1: A Day in the Country","10/13/19"
"Insatiable: Season 2: Dead Girl","10/12/19"
"Insatiable: Season 2: Pig","10/12/19"
"Fantastic Beasts and Where To Find Them","10/10/19"
"Rhythm + Flow: Season 1: Los Angeles Auditions","10/10/19"
"We're the Millers","10/10/19"
"Orange Is the New Black: Season 1: I Wasn't Ready","10/2/19"
"In the Shadow of the Moon","10/2/19"
"Top Boy: Season 1: Building Bridges","9/26/19"
"Top Boy: Season 1: Bruk Up","9/25/19"
"Top Boy: Season 1: Bonfire Night","9/25/19"
"Unbelievable: Limited Series: Episode 8","9/24/19"
"Unbelievable: Limited Series: Episode 7","9/23/19"
"Unbelievable: Limited Series: Episode 6","9/23/19"
"Unbelievable: Limited Series: Episode 5","9/22/19"
"Unbelievable: Limited Series: Episode 4","9/22/19"
"Unbelievable: Limited Series: Episode 3","9/21/19"
"Unbelievable: Limited Series: Episode 2","9/21/19"
"Unbelievable: Limited Series: Episode 1","9/21/19"
"Top Boy: Summerhouse: Series 2: Episode 2","9/17/19"
"Droppin' Cash: Los Angeles: Season 2: Trippie Redd & Fetty Wap","9/17/19"
"13 Reasons Why: Season 2: The Third Polaroid","9/16/19"
"13 Reasons Why: Season 2: The Little Girl","9/16/19"
"13 Reasons Why: Season 2: Smile, Bitches","9/16/19"
"Norbit","9/16/19"
"Sing","9/16/19"
"Mean Girls 2","9/16/19"
"Locked Up: Season 1: Everything Happens for a Reason","9/15/19"
"Locked Up: Season 1: Sewing Tinkerbell","9/15/19"
"Locked Up: Season 1: Dead Mosquito","9/15/19"
"The I-Land: Limited Series: Brave New World","9/12/19"
"13 Reasons Why: Season 3: Let the Dead Bury the Dead","9/12/19"
"Elite: Season 2: 0 hours missing","9/12/19"
"Elite: Season 2: 84 hours missing","9/12/19"
"Elite: Season 2: 66 hours missing","9/12/19"
"Elite: Season 2: 63 hours missing","9/10/19"
"Elite: Season 2: 59 hours missing","9/10/19"
"Elite: Season 2: 36 hours missing","9/8/19"
"Elite: Season 2: 34 hours missing","9/8/19"
"Elite: Season 2: 20 hours missing","9/8/19"
"13 Reasons Why: Season 3: And Then the Hurricane Hit","9/4/19"
"13 Reasons Why: Season 3: There Are a Few Things I Haven't Told You","9/3/19"
"13 Reasons Why: Season 3: The World Closing In","9/2/19"
"13 Reasons Why: Season 3: Always Waiting for the Next Bad News","9/1/19"
"13 Reasons Why: Season 3: In High School, Even on a Good Day, It's Hard to Tell Who's on Your Side","9/1/19"
"13 Reasons Why: Season 3: There Are a Number of Problems with Clay Jensen","9/1/19"
"13 Reasons Why: Season 3: Nobody's Clean","9/1/19"
"13 Reasons Why: Season 3: Angry, Young and Man","9/1/19"
"13 Reasons Why: Season 3: You Can Tell the Heart of a Man by How He Grieves","8/31/19"
"13 Reasons Why: Season 3: The Good Person Is Indistinguishable from the Bad","8/26/19"
"13 Reasons Why: Season 3: If You're Breathing, You're a Liar","8/25/19"
"13 Reasons Why: Season 3: Yeah. I'm the New Girl","8/25/19"
"13 Reasons Why: Season 2: Bye","8/25/19"
"13 Reasons Why: Season 2: The Box of Polaroids","8/25/19"
"13 Reasons Why: Season 2: Bryce and Chloe","8/25/19"
"13 Reasons Why: Season 2: The Missing Page","8/24/19"
"13 Reasons Why: Season 2: The Smile at the End of the Dock","8/20/19"
"13 Reasons Why: Season 2: The Chalk Machine","8/19/19"
"13 Reasons Why: Season 2: The Second Polaroid","8/19/19"
"13 Reasons Why: Season 2: The Drunk Slut","8/19/19"
"13 Reasons Why: Season 2: Two Girls Kissing","8/19/19"
"13 Reasons Why: Season 2: The First Polaroid","8/19/19"
"13 Reasons Why: Season 1: Tape 1, Side A","8/18/19"
"Always a Witch: Season 1: 1646","8/2/19"
"Always a Witch: Season 1: Lucien","8/2/19"
"Always a Witch: Season 1: The Ritual of Forgetting","8/2/19"
"Always a Witch: Season 1: A Leap in Time","8/1/19"
"Always a Witch: Season 1: The Festival of Candela","8/1/19"
"Always a Witch: Season 1: Stolen Shadow, Witch Forgotten","8/1/19"
"Always a Witch: Season 1: Ouija","8/1/19"
"Always a Witch: Season 1: A University Witch","7/31/19"
"The Sinner: Season 2: Julian: Part III","7/31/19"
"The Sinner: Season 2: Julian: Part II","7/31/19"
"The Sinner: Season 2: Julian: Part I","7/30/19"
"The Rain: Season 2: Survival of the Fittest","7/29/19"
"The Rain: Season 2: Keep It Together","7/29/19"
"Money Heist: Part 3: A Quick Vacation","7/25/19"
"Money Heist: Part 3: Everything Seemed Insignificant","7/25/19"
"The Rain: Season 2: Save Yourself","7/25/19"
"The Rain: Season 2: Stay in Control","7/25/19"
"Money Heist: Part 3: Boom, Boom, Ciao","7/20/19"
"Money Heist: Part 3: It's Dolphin Time","7/20/19"
"Money Heist: Part 3: 48 Meters Underground","7/20/19"
"Money Heist: Part 3: Aikido","7/19/19"
"Money Heist: Part 3: We're Back","7/19/19"
"The Rain: Season 2: The Truth Hurts","7/4/19"
"Trinkets: Season 1: The Great Escape","6/22/19"
"Trinkets: Season 1: Night Market","6/22/19"
"Trinkets: Season 1: Monday I'm in Love","6/18/19"
"Trinkets: Season 1: Truth Serum","6/18/19"
"Trinkets: Season 1: Rearview Mirror","6/18/19"
"Trinkets: Season 1: Big Mistake","6/18/19"
"Trinkets: Season 1: Happy F**king Birthday","6/18/19"
"Trinkets: Season 1: P*ssy Palace","6/18/19"
"Trinkets: Season 1: Paper Tiger","6/18/19"
"The Rain: Season 2: Avoid Contact","6/7/19"
"The Good Dinosaur","5/27/19"
"The Legend of Tarzan","5/23/19"
"The Conjuring 2","5/16/19"
"The Last Summer","5/16/19"
"The Silence","5/16/19"
"Conversations with a Killer: The Ted Bundy Tapes: Handsome Devil","5/15/19"
"Extremely Wicked, Shockingly Evil and Vile","5/15/19"
"Black Panther","5/14/19"
"Avengers: Infinity War","5/10/19"
"The Perfect Date","5/6/19"
"Dumplin'","5/4/19"
"Chilling Adventures of Sabrina: Part 2: Chapter Twenty: The Mephisto Waltz","4/26/19"
"Chilling Adventures of Sabrina: Part 2: Chapter Nineteen: The Mandrake","4/26/19"
"Chilling Adventures of Sabrina: Part 2: Chapter Eighteen: The Miracles of Sabrina Spellman","4/25/19"
"Iron Man","4/24/19"
"Captain America: The First Avenger","4/24/19"
"Mowgli: Legend of the Jungle","4/24/19"
"Chilling Adventures of Sabrina: Part 2: Chapter Fifteen: Doctor Cerberus's House of Horror","4/21/19"
"Chilling Adventures of Sabrina: Part 2: Chapter Fourteen: Lupercalia","4/21/19"
"IO","4/12/19"
"Chilling Adventures of Sabrina: Part 2: Chapter Thirteen: The Passion of Sabrina Spellman","4/9/19"
"Chilling Adventures of Sabrina: Part 2: Chapter Twelve: The Epiphany","4/9/19"
"Billy Elliot","3/11/19"
"Zootopia","3/8/19"
"Isn't It Romantic","3/7/19"
"The Incredibles 2","2/25/19"
"You: Season 1: Pilot","2/18/19"
"The Others","1/25/19"
"Little Evil","1/25/19"
"I Am the Pretty Thing That Lives in the House","1/25/19"
"The Boy","1/25/19"
"Bird Box","12/28/18"
"Chilling Adventures of Sabrina: Part 1: Chapter Eleven: A Midwinter's Tale","12/17/18"
"How the Grinch Stole Christmas","12/17/18"
"Scent of a Woman","12/10/18"
"Total Drama: Total Drama Island: The Not So Great Outdoors: Part 1","11/21/18"
"Between: Love Hurts","11/12/18"
"Between: Crossing Lines","11/12/18"
"Outlaw King","11/12/18"
"Between: Who's the Boss?","11/12/18"
"Between: School's Out","11/11/18"
"The Mist: The Tenth Meal","11/5/18"
"The Mist: The Waking Dream","11/5/18"
"The Mist: The Law of Nature","11/5/18"
"The Mist: Over the River and Through the Woods","11/5/18"
"The Mist: The Devil You Know","11/5/18"
"The Mist: The Waiting Room","11/5/18"
"The Mist: Pequod","11/4/18"
"The Mist: Show and Tell","11/4/18"
"The Mist: Pilot","11/4/18"
"The Mist: Withdrawal","11/4/18"
"The Rain: Season 1: Don't Talk to Strangers","11/4/18"
"The Rain: Season 1: Keep Your Friends Close","11/3/18"
"The Rain: Season 1: Have Faith","11/3/18"
"The Rain: Season 1: Trust No One","11/3/18"
"The Rain: Season 1: Avoid the City","11/3/18"
"The Rain: Season 1: Stay Together","11/3/18"
"The Rain: Season 1: Stay Inside","11/3/18"
"Chilling Adventures of Sabrina: Part 1: Chapter Ten: The Witching Hour","10/31/18"
"Chilling Adventures of Sabrina: Part 1: Chapter Nine: The Returned Man","10/31/18"
"Chilling Adventures of Sabrina: Part 1: Chapter Eight: The Burial","10/29/18"
"Chilling Adventures of Sabrina: Part 1: Chapter Seven: Feast of Feasts","10/29/18"
"Chilling Adventures of Sabrina: Part 1: Chapter Six: An Exorcism in Greendale","10/27/18"
"Chilling Adventures of Sabrina: Part 1: Chapter Five: Dreams in a Witch House","10/27/18"
"Chilling Adventures of Sabrina: Part 1: Chapter Four: Witch Academy","10/27/18"
"Chilling Adventures of Sabrina: Part 1: Chapter Three: The Trial of Sabrina Spellman","10/26/18"
"Riverdale: Season 2: Chapter Thirty-Five: Brave New World","10/25/18"
"Riverdale: Season 2: Chapter Thirty-Four: Judgment Night","10/24/18"
"Riverdale: Season 2: Chapter Thirty-Three: Shadow of a Doubt","10/24/18"
"Riverdale: Season 2: Chapter Thirty-Two: Prisoners","10/23/18"
"Riverdale: Season 2: Chapter Thirty-One: A Night to Remember","10/23/18"
"Riverdale: Season 2: Chapter Thirty: The Noose Tightens","10/22/18"
"Riverdale: Season 2: Chapter Twenty-Nine: Primary Colors","10/21/18"
"Riverdale: Season 2: Chapter Twenty-Eight: There Will Be Blood","10/21/18"
"Riverdale: Season 2: Chapter Twenty-Seven: The Hills Have Eyes","10/21/18"
"Riverdale: Season 2: Chapter Twenty-Six: The Tell-Tale Heart","10/20/18"
"Riverdale: Season 2: Chapter Twenty-Five: The Wicked and the Divine","10/20/18"
"Riverdale: Season 2: Chapter Twenty-Four: The Wrestler","10/18/18"
"Riverdale: Season 2: Chapter Twenty-Three: The Blackboard Jungle","10/18/18"
"Riverdale: Season 2: Chapter Twenty-Two: Silent Night, Deadly Night","10/18/18"
"Riverdale: Season 2: Chapter Twenty-One: House of the Devil","10/18/18"
"Riverdale: Season 2: Chapter Twenty: Tales from the Darkside","10/18/18"
"Hotel Transylvania 2","10/17/18"
"Riverdale: Season 2: Chapter Nineteen: Death Proof","10/14/18"
"Riverdale: Season 2: Chapter Eighteen: When a Stranger Calls","10/14/18"
"Riverdale: Season 2: Chapter Seventeen: The Town That Dreaded Sundown","10/14/18"
"Riverdale: Season 2: Chapter Sixteen: The Watcher in the Woods","10/14/18"
"Riverdale: Season 2: Chapter Fifteen: Nighthawks","10/14/18"
"Riverdale: Season 2: Chapter Fourteen: A Kiss Before Dying","10/14/18"
"Elite: Season 1: Assilah","10/12/18"
"Elite: Season 1: Everything Explodes","10/12/18"
"Elite: Season 1: Everything Will Be Okay","10/11/18"
"Elite: Season 1: Everyone Lies","10/11/18"
"Elite: Season 1: Love is a Drug","10/11/18"
"Elite: Season 1: Saturday Night","10/11/18"
"Elite: Season 1: Desire","10/11/18"
"The Good Place: Everything Is Fine","10/6/18"
"What Happened to Monday","10/3/18"
"Nappily Ever After","10/2/18"
"Riverdale: Season 1: Chapter One: The River's Edge","10/1/18"
"Home","10/1/18"
"Maniac: Limited Series: The Chosen One!","9/29/18"
"Next Gen","9/16/18"
"Black Mirror: Season 3: Nosedive","9/15/18"
"Black Mirror: Season 4: Arkangel","9/15/18"
"Atypical: Season 2: Ernest Shackleton's Rules for Survival","9/15/18"
"Atypical: Season 2: Ritual-licious","9/15/18"
"Atypical: Season 2: Living at an Angle","9/15/18"
"Atypical: Season 2: The Smudging","9/15/18"
"Atypical: Season 2: In the Dragon's Lair","9/14/18"
"Atypical: Season 2: The Egg Is Pipping","9/14/18"
"Atypical: Season 2: Pants on Fire","9/14/18"
"Black Mirror: Season 4: USS Callister","9/13/18"
"Sierra Burgess Is a Loser","9/12/18"
"Atypical: Season 2: Little Dude and the Lion","9/12/18"
"Atypical: Season 2: Penguin Cam and Chill","9/12/18"
"Atypical: Season 2: Juiced!","9/12/18"
"Atypical: Season 1: Antarctica","9/11/18"
"Inside Out","9/4/18"
"All Hail King Julien: King Me","8/27/18"
"The Innocents: The Start of Us","8/25/18"
"To All the Boys I’ve Loved Before","8/25/18"
"The Secret Life of Pets","8/24/18"
"Meteor Garden: Episode 1","8/24/18"
"Rip Tide","8/24/18"
"Insatiable: Season 1: Why Bad Things Happen","8/24/18"
"Insatiable: Season 1: Winners Win. Period.","8/23/18"
"Insatiable: Season 1: Banana Heart Banana","8/23/18"
"Insatiable: Season 1: Bad Kitty","8/23/18"
"Insatiable: Season 1: Wieners and Losers","8/23/18"
"Insatiable: Season 1: Miss Magic Jesus","8/22/18"
"Insatiable: Season 1: Dunk 'N' Donut","8/22/18"
"Insatiable: Season 1: Bikinis and Bitches","8/21/18"
"The Package","8/21/18"
"Insatiable: Season 1: WMBS","8/21/18"
"Insatiable: Season 1: Miss Bareback Buckaroo","8/16/18"
"Insatiable: Season 1: Skinny Is Magic","8/13/18"
"Insatiable: Season 1: Pilot","8/13/18"
